model,source_lang,target_lang,MRR,avg_rank
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ace_Arab,0.3328047777771019,123.80335968379448
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ace_Latn,0.9133348054428614,4.765810276679842
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,acm_Arab,0.988221892841458,1.050395256916996
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,acq_Arab,0.9907848816743604,1.1492094861660078
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,aeb_Arab,0.9579719294765892,1.8023715415019763
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,afr_Latn,0.9894712226728036,1.041501976284585
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ajp_Arab,0.989542160737813,1.0286561264822134
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,aka_Latn,0.898578887198854,3.658102766798419
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,als_Latn,0.9995059288537548,1.0009881422924902
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,amh_Ethi,0.9811184091554936,1.1185770750988142
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,apc_Arab,0.984936365850688,1.0721343873517786
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,arb_Arab,0.9953886693017128,1.0098814229249011
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,arb_Latn,0.4134807308757366,139.4081027667984
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ars_Arab,0.9952619843924192,1.0355731225296445
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ary_Arab,0.9202679207059852,7.296442687747035
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,arz_Arab,0.9838438735177868,1.058300395256917
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,asm_Beng,0.9573768931058568,1.4258893280632412
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ast_Latn,0.9859982642416022,1.092885375494071
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,awa_Deva,0.9857660095498542,3.386363636363636
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ayr_Latn,0.6850565766793406,27.09090909090909
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,azb_Arab,0.8427987933360247,9.65711462450593
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,azj_Latn,0.979022802822832,2.4051383399209487
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bak_Cyrl,0.9582034317051074,1.3102766798418972
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bam_Latn,0.8476076762596496,4.357707509881423
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ban_Latn,0.956756592992594,2.9120553359683794
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bel_Cyrl,0.9798346286681388,1.1175889328063242
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bem_Latn,0.8865051979895157,2.960474308300395
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ben_Beng,0.9877384129207428,1.2292490118577075
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bho_Deva,0.9773628452485312,1.201581027667984
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bjn_Arab,0.1927142718649217,196.5958498023716
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bjn_Latn,0.9726189079043392,2.180830039525692
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bod_Tibt,0.0835935615740148,390.6215415019763
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bos_Latn,1.0,1.0
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bug_Latn,0.8373285036490778,12.32312252964427
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,bul_Cyrl,0.9982213438735178,1.005928853754941
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,cat_Latn,0.9995059288537548,1.0009881422924902
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ceb_Latn,0.9897586428916352,1.0889328063241106
ensemble_intfloat_multilingual_e5_large_google_embeddinggemma_300m,eng_Latn,ces_Latn,0.9741191546881532,2.1719367588932808
