model,source_lang,target_lang,MRR,avg_rank
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,ace_Latn,1.0,1.0
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,ceb_Latn,0.88119138142824,3.4041501976284585
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,eng_Latn,0.8521598944365049,5.783596837944664
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,jav_Latn,0.9047859941926998,3.41403162055336
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,por_Latn,0.854555769574281,5.036561264822135
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,rus_Cyrl,0.8290301466922317,5.2855731225296445
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,ace_Latn,war_Latn,0.9046728852602564,4.569169960474309
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,bul_Cyrl,0.987987012987013,1.0365612648221345
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,ces_Latn,0.9887241985068072,1.049407114624506
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,dan_Latn,0.9897327310370788,1.0355731225296445
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,deu_Latn,0.994626976284585,1.023715415019763
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,ell_Grek,0.9820228081097648,1.0701581027667983
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,eng_Latn,0.9961297760210804,1.0128458498023716
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,fin_Latn,0.9853032836728488,1.0553359683794463
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,fra_Latn,0.9967061923583662,1.007905138339921
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,heb_Hebr,0.98612895256917,1.0741106719367588
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,hrv_Latn,0.9889382960035134,1.040513833992095
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,hun_Latn,0.9829602524371184,1.2243083003952568
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,ind_Latn,0.996294466403162,1.0108695652173914
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,ita_Latn,0.9981648785996612,1.007905138339921
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,nld_Latn,0.989732854864434,1.0612648221343874
ensemble_google_embeddinggemma_300m_Alibaba_NLP_gte_multilingual_base,acm_Arab,pol_Latn,0.9871482683982684,1.0434782608695652
