model,source_lang,target_lang,MRR,avg_rank
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,ace_Latn,1.0,1.0
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,ceb_Latn,0.6887081628202756,28.807312252964422
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,eng_Latn,0.7442741197173031,29.393280632411063
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,jav_Latn,0.7485353325808188,26.34486166007905
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,por_Latn,0.7204323178210356,36.46343873517787
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,rus_Cyrl,0.691538971376226,39.3903162055336
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,ace_Latn,war_Latn,0.7163343146577409,30.34683794466403
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,bul_Cyrl,0.9869894598155466,1.0326086956521738
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,ces_Latn,0.990530303030303,1.0217391304347827
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,dan_Latn,0.980648880105402,1.051383399209486
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,deu_Latn,0.9894104084321476,1.0276679841897234
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,ell_Grek,0.9718434343434345,1.08300395256917
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,eng_Latn,0.9941534914361,1.017786561264822
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,fin_Latn,0.9736143403342892,1.0968379446640315
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,fra_Latn,0.9849308300395256,1.0375494071146243
ensemble_jinaai_jina_embeddings_v3_Qwen_Qwen3_Embedding_0_6B,acm_Arab,heb_Hebr,0.9834321475625823,1.0434782608695652
